,imbalanceRatio,Subset,Indicator,Sorted_Features
30,lr_shap_list_ir_1,lr_shap_list_ir_1_subset_18,orderMean,"['B14attr', 'B26attr', 'E29attr', 'Fattr', 'Battr', 'D28attr', 'E11attr', 'A13attr', 'D16attr', 'E23attr', 'A19attr', 'Eattr', 'B20attr', 'A7attr', 'B8attr', 'F18attr', 'E17attr', 'F12attr', 'F24attr', 'C3attr', 'Cattr', 'E5attr', 'C15attr', 'A1attr', 'C9attr', 'F6attr', 'B2attr', 'D10attr', 'F30attr', 'D22attr', 'Dattr', 'C21attr', 'C27attr', 'A25attr', 'D4attr', 'Aattr']"
31,lr_shap_list_ir_1,lr_shap_list_ir_1_subset_18,orderStd,"['B14attr', 'B26attr', 'Fattr', 'E29attr', 'Battr', 'E11attr', 'D28attr', 'E23attr', 'D16attr', 'Eattr', 'A19attr', 'F18attr', 'A7attr', 'A13attr', 'B20attr', 'B8attr', 'C3attr', 'F12attr', 'F24attr', 'E17attr', 'C15attr', 'Cattr', 'F6attr', 'E5attr', 'B2attr', 'D10attr', 'F30attr', 'D22attr', 'A1attr', 'C9attr', 'Dattr', 'C27attr', 'C21attr', 'D4attr', 'A25attr', 'Aattr']"
32,lr_shap_list_ir_1,lr_shap_list_ir_1_subset_18,orderSum,"['B14attr', 'B26attr', 'E29attr', 'Fattr', 'Battr', 'D28attr', 'E11attr', 'A13attr', 'D16attr', 'E23attr', 'A19attr', 'Eattr', 'B20attr', 'A7attr', 'B8attr', 'F18attr', 'E17attr', 'F12attr', 'F24attr', 'C3attr', 'Cattr', 'E5attr', 'C15attr', 'A1attr', 'C9attr', 'F6attr', 'B2attr', 'D10attr', 'F30attr', 'D22attr', 'Dattr', 'C21attr', 'C27attr', 'A25attr', 'D4attr', 'Aattr']"
33,lr_shap_list_ir_2,lr_shap_list_ir_2_subset_39,orderMean,"['F12attr', 'D4attr', 'B20attr', 'B2attr', 'Fattr', 'E23attr', 'C3attr', 'B8attr', 'C27attr', 'F30attr', 'F18attr', 'D22attr', 'C9attr', 'A13attr', 'E5attr', 'B14attr', 'Battr', 'E29attr', 'Cattr', 'B26attr', 'F24attr', 'E11attr', 'D16attr', 'D28attr', 'C21attr', 'Eattr', 'A19attr', 'C15attr', 'D10attr', 'F6attr', 'A7attr', 'A1attr', 'A25attr', 'E17attr', 'Aattr', 'Dattr']"
34,lr_shap_list_ir_2,lr_shap_list_ir_2_subset_39,orderStd,"['F12attr', 'D4attr', 'B20attr', 'B2attr', 'Fattr', 'E23attr', 'C3attr', 'F30attr', 'B8attr', 'C27attr', 'F18attr', 'D22attr', 'B14attr', 'C9attr', 'B26attr', 'Battr', 'E5attr', 'A13attr', 'E11attr', 'Cattr', 'F24attr', 'E29attr', 'D16attr', 'D28attr', 'C21attr', 'Eattr', 'A19attr', 'C15attr', 'D10attr', 'F6attr', 'A7attr', 'A1attr', 'A25attr', 'Aattr', 'E17attr', 'Dattr']"
35,lr_shap_list_ir_2,lr_shap_list_ir_2_subset_39,orderSum,"['F12attr', 'D4attr', 'B20attr', 'B2attr', 'Fattr', 'E23attr', 'C3attr', 'B8attr', 'C27attr', 'F30attr', 'F18attr', 'D22attr', 'C9attr', 'A13attr', 'E5attr', 'B14attr', 'Battr', 'E29attr', 'Cattr', 'B26attr', 'F24attr', 'E11attr', 'D16attr', 'D28attr', 'C21attr', 'Eattr', 'A19attr', 'C15attr', 'D10attr', 'F6attr', 'A7attr', 'A1attr', 'A25attr', 'E17attr', 'Aattr', 'Dattr']"
36,lr_shap_list_ir_1,lr_shap_list_ir_1_subset_73,orderMean,"['E11attr', 'D16attr', 'Battr', 'B14attr', 'D4attr', 'A7attr', 'B20attr', 'B8attr', 'A25attr', 'C15attr', 'Aattr', 'E17attr', 'Cattr', 'A13attr', 'D22attr', 'A1attr', 'F6attr', 'B2attr', 'B26attr', 'Eattr', 'Fattr', 'C21attr', 'F18attr', 'D10attr', 'F30attr', 'Dattr', 'E23attr', 'C9attr', 'C27attr', 'E29attr', 'C3attr', 'F24attr', 'E5attr', 'F12attr', 'D28attr', 'A19attr']"
37,lr_shap_list_ir_1,lr_shap_list_ir_1_subset_73,orderStd,"['E11attr', 'D16attr', 'B14attr', 'Battr', 'D4attr', 'A7attr', 'B20attr', 'B8attr', 'C15attr', 'D22attr', 'Aattr', 'F6attr', 'B2attr', 'B26attr', 'A25attr', 'E17attr', 'Cattr', 'A13attr', 'A1attr', 'Eattr', 'F18attr', 'D10attr', 'F30attr', 'Dattr', 'Fattr', 'E23attr', 'C21attr', 'C27attr', 'C9attr', 'C3attr', 'E29attr', 'F24attr', 'E5attr', 'F12attr', 'D28attr', 'A19attr']"
38,lr_shap_list_ir_1,lr_shap_list_ir_1_subset_73,orderSum,"['E11attr', 'D16attr', 'Battr', 'B14attr', 'D4attr', 'A7attr', 'B20attr', 'B8attr', 'A25attr', 'C15attr', 'Aattr', 'E17attr', 'Cattr', 'A13attr', 'D22attr', 'A1attr', 'F6attr', 'B2attr', 'B26attr', 'Eattr', 'Fattr', 'C21attr', 'F18attr', 'D10attr', 'F30attr', 'Dattr', 'E23attr', 'C9attr', 'C27attr', 'E29attr', 'C3attr', 'F24attr', 'E5attr', 'F12attr', 'D28attr', 'A19attr']"
39,lr_shap_list_ir_3,lr_shap_list_ir_3_subset_21,orderMean,"['C15attr', 'Dattr', 'B2attr', 'F18attr', 'C3attr', 'Eattr', 'F12attr', 'B14attr', 'D10attr', 'D28attr', 'Aattr', 'D4attr', 'A1attr', 'E11attr', 'B26attr', 'D16attr', 'D22attr', 'F6attr', 'C21attr', 'B8attr', 'Fattr', 'C9attr', 'Cattr', 'C27attr', 'F24attr', 'Battr', 'A25attr', 'E29attr', 'A13attr', 'E17attr', 'B20attr', 'E5attr', 'A19attr', 'A7attr', 'F30attr', 'E23attr']"
40,lr_shap_list_ir_3,lr_shap_list_ir_3_subset_21,orderStd,"['Dattr', 'C15attr', 'B2attr', 'F18attr', 'B14attr', 'F12attr', 'C3attr', 'Eattr', 'D10attr', 'D28attr', 'D4attr', 'B26attr', 'Aattr', 'A1attr', 'E11attr', 'D22attr', 'F6attr', 'D16attr', 'C21attr', 'B8attr', 'Fattr', 'C27attr', 'Cattr', 'C9attr', 'F24attr', 'Battr', 'B20attr', 'A25attr', 'E29attr', 'A13attr', 'E17attr', 'E5attr', 'A19attr', 'A7attr', 'F30attr', 'E23attr']"
41,lr_shap_list_ir_3,lr_shap_list_ir_3_subset_21,orderSum,"['C15attr', 'Dattr', 'B2attr', 'F18attr', 'C3attr', 'Eattr', 'F12attr', 'B14attr', 'D10attr', 'D28attr', 'Aattr', 'D4attr', 'A1attr', 'E11attr', 'B26attr', 'D16attr', 'D22attr', 'F6attr', 'C21attr', 'B8attr', 'Fattr', 'C9attr', 'Cattr', 'C27attr', 'F24attr', 'Battr', 'A25attr', 'E29attr', 'A13attr', 'E17attr', 'B20attr', 'E5attr', 'A19attr', 'A7attr', 'F30attr', 'E23attr']"
42,lr_shap_list_ir_1,lr_shap_list_ir_1_subset_44,orderMean,"['F24attr', 'C15attr', 'F12attr', 'D4attr', 'B20attr', 'E17attr', 'B26attr', 'Dattr', 'Cattr', 'Eattr', 'E5attr', 'F18attr', 'E23attr', 'D22attr', 'A7attr', 'A19attr', 'F30attr', 'E29attr', 'Aattr', 'E11attr', 'A25attr', 'C9attr', 'D10attr', 'C3attr', 'D16attr', 'D28attr', 'Fattr', 'A13attr', 'B14attr', 'C21attr', 'Battr', 'C27attr', 'A1attr', 'B8attr', 'F6attr', 'B2attr']"
43,lr_shap_list_ir_1,lr_shap_list_ir_1_subset_44,orderStd,"['F24attr', 'C15attr', 'F12attr', 'D4attr', 'B20attr', 'B26attr', 'Dattr', 'E17attr', 'F18attr', 'D22attr', 'Eattr', 'F30attr', 'E23attr', 'Cattr', 'E5attr', 'A19attr', 'A7attr', 'Aattr', 'E11attr', 'E29attr', 'D10attr', 'A25attr', 'C3attr', 'C9attr', 'D16attr', 'D28attr', 'Fattr', 'A13attr', 'B14attr', 'C21attr', 'Battr', 'C27attr', 'A1attr', 'B8attr', 'F6attr', 'B2attr']"
44,lr_shap_list_ir_1,lr_shap_list_ir_1_subset_44,orderSum,"['F24attr', 'C15attr', 'F12attr', 'D4attr', 'B20attr', 'E17attr', 'B26attr', 'Dattr', 'Cattr', 'Eattr', 'E5attr', 'F18attr', 'E23attr', 'D22attr', 'A7attr', 'A19attr', 'F30attr', 'E29attr', 'Aattr', 'E11attr', 'A25attr', 'C9attr', 'D10attr', 'C3attr', 'D16attr', 'D28attr', 'Fattr', 'A13attr', 'B14attr', 'C21attr', 'Battr', 'C27attr', 'A1attr', 'B8attr', 'F6attr', 'B2attr']"
45,lr_shap_list_ir_4,lr_shap_list_ir_4_subset_93,orderMean,"['F12attr', 'D4attr', 'D28attr', 'D16attr', 'B14attr', 'E11attr', 'D10attr', 'A13attr', 'C27attr', 'A25attr', 'Cattr', 'C21attr', 'C15attr', 'F24attr', 'Fattr', 'F18attr', 'Dattr', 'Battr', 'F30attr', 'E5attr', 'E29attr', 'A19attr', 'A7attr', 'F6attr', 'B26attr', 'B20attr', 'Aattr', 'C9attr', 'A1attr', 'B8attr', 'E23attr', 'D22attr', 'Eattr', 'C3attr', 'B2attr', 'E17attr']"
46,lr_shap_list_ir_4,lr_shap_list_ir_4_subset_93,orderStd,"['F12attr', 'D4attr', 'D28attr', 'B14attr', 'D16attr', 'E11attr', 'D10attr', 'A13attr', 'C27attr', 'F18attr', 'Dattr', 'C15attr', 'A25attr', 'F24attr', 'C21attr', 'F30attr', 'Cattr', 'Fattr', 'Battr', 'E5attr', 'A19attr', 'E29attr', 'F6attr', 'B26attr', 'A7attr', 'B20attr', 'Aattr', 'C9attr', 'A1attr', 'B8attr', 'E23attr', 'D22attr', 'Eattr', 'C3attr', 'B2attr', 'E17attr']"
